epoch,run_id,model,seed,layer_index,layer_name,grad_norm_l2,grad_norm_l1,grad_abs_mean,grad_abs_max,log10_grad_norm
1,identity_mapping_full_training,PlainNet-56,0,0,stage1.0.conv2.weight,0.06137162819504738,0.9413108825683594,0.00040855506085790694,0.010828666388988495,-1.2120323546828466
1,identity_mapping_full_training,PlainNet-56,0,1,stage1.1.conv2.weight,0.02525501511991024,0.5524312853813171,0.00023977052478585392,0.00450763339176774,-1.5976523671268479
1,identity_mapping_full_training,PlainNet-56,0,2,stage1.2.conv2.weight,0.03554273769259453,0.8457063436508179,0.0003670600417535752,0.005440620239824057,-1.4492491235360687
1,identity_mapping_full_training,PlainNet-56,0,3,stage1.3.conv2.weight,0.05529123544692993,1.547526478767395,0.0006716694915667176,0.006850057281553745,-1.2573437059154111
1,identity_mapping_full_training,PlainNet-56,0,4,stage1.4.conv2.weight,0.1031489297747612,2.747983455657959,0.0011927011655643582,0.011516605503857136,-0.9865352737004518
1,identity_mapping_full_training,PlainNet-56,0,5,stage1.5.conv2.weight,0.11688897758722305,3.051609516143799,0.0013244833098724484,0.016925130039453506,-0.9322264400640468
1,identity_mapping_full_training,PlainNet-56,0,6,stage1.6.conv2.weight,0.12847483158111572,3.246732711791992,0.0014091721968725324,0.01717207580804825,-0.8911819429598219
1,identity_mapping_full_training,PlainNet-56,0,7,stage1.7.conv2.weight,0.13489781320095062,2.6156840324401855,0.0011352795409038663,0.020990168675780296,-0.8699950905210063
1,identity_mapping_full_training,PlainNet-56,0,8,stage1.8.conv2.weight,0.11979224532842636,3.171694278717041,0.0013766033807769418,0.020588360726833344,-0.9215712947984873
1,identity_mapping_full_training,PlainNet-56,0,9,stage2.0.conv2.weight,0.18515951931476593,9.904298782348633,0.001074685249477625,0.015016383491456509,-0.7324539553399796
1,identity_mapping_full_training,PlainNet-56,0,10,stage2.1.conv2.weight,0.17905712127685547,9.514153480529785,0.0010323517490178347,0.01745898276567459,-0.7470084019898307
1,identity_mapping_full_training,PlainNet-56,0,11,stage2.2.conv2.weight,0.26093432307243347,11.223405838012695,0.0012178175384178758,0.030243966728448868,-0.5834687904246207
1,identity_mapping_full_training,PlainNet-56,0,12,stage2.3.conv2.weight,0.4582793116569519,16.331100463867188,0.0017720378236845136,0.05600941553711891,-0.3388697478950599
1,identity_mapping_full_training,PlainNet-56,0,13,stage2.4.conv2.weight,0.1993924081325531,10.488794326782227,0.0011381070362403989,0.014542292803525925,-0.7002913814730747
1,identity_mapping_full_training,PlainNet-56,0,14,stage2.5.conv2.weight,0.14630763232707977,7.474264144897461,0.0008110095513984561,0.015379359945654869,-0.8347330177467988
1,identity_mapping_full_training,PlainNet-56,0,15,stage2.6.conv2.weight,0.13664239645004272,7.620078086853027,0.0008268313831649721,0.01087000872939825,-0.864414529878596
1,identity_mapping_full_training,PlainNet-56,0,16,stage2.7.conv2.weight,0.18693804740905762,10.072232246398926,0.0010929071577265859,0.012834698893129826,-0.7283022978796689
1,identity_mapping_full_training,PlainNet-56,0,17,stage2.8.conv2.weight,0.1671934723854065,8.120903968811035,0.0008811744628474116,0.013680017553269863,-0.7767806824107796
1,identity_mapping_full_training,PlainNet-56,0,18,stage3.0.conv2.weight,0.2790174186229706,29.698596954345703,0.0008056259830482304,0.013590807095170021,-0.5543686835502802
1,identity_mapping_full_training,PlainNet-56,0,19,stage3.1.conv2.weight,0.23516476154327393,24.321758270263672,0.0006597699248231947,0.012974463403224945,-0.6286277549318922
1,identity_mapping_full_training,PlainNet-56,0,20,stage3.2.conv2.weight,0.13054616749286652,14.964963912963867,0.00040595061727799475,0.00647033890709281,-0.8842358734442326
1,identity_mapping_full_training,PlainNet-56,0,21,stage3.3.conv2.weight,0.09453019499778748,11.913619041442871,0.00032317760633304715,0.0039037493988871574,-1.024429446234022
1,identity_mapping_full_training,PlainNet-56,0,22,stage3.4.conv2.weight,0.1041436567902565,13.582719802856445,0.0003684548719320446,0.004507781937718391,-0.9823671770311544
1,identity_mapping_full_training,PlainNet-56,0,23,stage3.5.conv2.weight,0.11416260898113251,14.88491439819336,0.0004037791513837874,0.006273191422224045,-0.9424761147567913
1,identity_mapping_full_training,PlainNet-56,0,24,stage3.6.conv2.weight,0.14102010428905487,18.0355281829834,0.0004892449942417443,0.006418922916054726,-0.8507189684805718
1,identity_mapping_full_training,PlainNet-56,0,25,stage3.7.conv2.weight,0.19975629448890686,22.05470085144043,0.0005982720758765936,0.012513314373791218,-0.6994995268116556
1,identity_mapping_full_training,PlainNet-56,0,26,stage3.8.conv2.weight,0.38417261838912964,47.87908172607422,0.001298803254030645,0.020360372960567474,-0.41547359237866544
2,identity_mapping_full_training,PlainNet-56,0,0,stage1.0.conv2.weight,0.018013162538409233,0.2961616516113281,0.00012854237866122276,0.003904963843524456,-1.7444100321644749
2,identity_mapping_full_training,PlainNet-56,0,1,stage1.1.conv2.weight,0.008665921166539192,0.20713001489639282,8.990018250187859e-05,0.0012215818278491497,-2.0621852659892097
2,identity_mapping_full_training,PlainNet-56,0,2,stage1.2.conv2.weight,0.044595181941986084,0.822026252746582,0.0003567822277545929,0.0075010075233876705,-1.3507120598664426
2,identity_mapping_full_training,PlainNet-56,0,3,stage1.3.conv2.weight,0.03707452490925789,0.9628007411956787,0.00041788225644268095,0.004479213617742062,-1.4309244055099755
2,identity_mapping_full_training,PlainNet-56,0,4,stage1.4.conv2.weight,0.04631587862968445,1.23958158493042,0.0005380128277465701,0.005768480710685253,-1.3342700927949749
2,identity_mapping_full_training,PlainNet-56,0,5,stage1.5.conv2.weight,0.05756001174449921,1.5272783041000366,0.0006628812407143414,0.007081563118845224,-1.2398791261147761
2,identity_mapping_full_training,PlainNet-56,0,6,stage1.6.conv2.weight,0.06061186268925667,1.6757006645202637,0.0007273006485775113,0.006576959043741226,-1.2174423692869765
2,identity_mapping_full_training,PlainNet-56,0,7,stage1.7.conv2.weight,0.0699775442481041,1.3827037811279297,0.0006001318688504398,0.012389613315463066,-1.1550413024615247
2,identity_mapping_full_training,PlainNet-56,0,8,stage1.8.conv2.weight,0.0714474618434906,1.8710882663726807,0.0008121042628772557,0.011983179487287998,-1.1460131948157866
2,identity_mapping_full_training,PlainNet-56,0,9,stage2.0.conv2.weight,0.1088590994477272,6.507663726806641,0.0007061267388053238,0.0072511667385697365,-0.9631352627625255
2,identity_mapping_full_training,PlainNet-56,0,10,stage2.1.conv2.weight,0.11713264137506485,6.6894731521606445,0.0007258543046191335,0.0119697954505682,-0.931322063133332
2,identity_mapping_full_training,PlainNet-56,0,11,stage2.2.conv2.weight,0.11008339375257492,6.318473815917969,0.0006855982937850058,0.0075565241277217865,-0.9582781900666754
2,identity_mapping_full_training,PlainNet-56,0,12,stage2.3.conv2.weight,0.11300740391016006,7.041918754577637,0.000764097087085247,0.01002238504588604,-0.9468931018933526
2,identity_mapping_full_training,PlainNet-56,0,13,stage2.4.conv2.weight,0.1030319556593895,6.769732475280762,0.000734562985599041,0.008780330419540405,-0.9870280567067375
2,identity_mapping_full_training,PlainNet-56,0,14,stage2.5.conv2.weight,0.10848531872034073,7.445853233337402,0.000807926815468818,0.006489289924502373,-0.964629030752966
2,identity_mapping_full_training,PlainNet-56,0,15,stage2.6.conv2.weight,0.10007961094379425,6.814393043518066,0.0007394089479930699,0.00617755763232708,-0.9996543916125724
2,identity_mapping_full_training,PlainNet-56,0,16,stage2.7.conv2.weight,0.11593522131443024,7.91301155090332,0.0008586167241446674,0.006864144932478666,-0.9357846045958357
2,identity_mapping_full_training,PlainNet-56,0,17,stage2.8.conv2.weight,0.1263045370578766,8.196722984313965,0.0008894013590179384,0.01293090544641018,-0.8985810486193054
2,identity_mapping_full_training,PlainNet-56,0,18,stage3.0.conv2.weight,0.16049377620220184,22.530010223388672,0.0006111656548455358,0.005422576796263456,-0.7945418044616909
2,identity_mapping_full_training,PlainNet-56,0,19,stage3.1.conv2.weight,0.1569722443819046,22.357892990112305,0.0006064966437406838,0.005021987482905388,-0.8041771321575132
2,identity_mapping_full_training,PlainNet-56,0,20,stage3.2.conv2.weight,0.14960917830467224,19.908035278320312,0.0005400400259532034,0.0074799139983952045,-0.8250417623189248
2,identity_mapping_full_training,PlainNet-56,0,21,stage3.3.conv2.weight,0.14941909909248352,20.625917434692383,0.0005595138063654304,0.00522740138694644,-0.8255938864512274
2,identity_mapping_full_training,PlainNet-56,0,22,stage3.4.conv2.weight,0.16132612526416779,21.415771484375,0.0005809399881400168,0.006535269320011139,-0.7922952969646856
2,identity_mapping_full_training,PlainNet-56,0,23,stage3.5.conv2.weight,0.187339648604393,25.58322525024414,0.0006939893937669694,0.007193471770733595,-0.7273702987151298
2,identity_mapping_full_training,PlainNet-56,0,24,stage3.6.conv2.weight,0.2247411161661148,30.593753814697266,0.0008299087057821453,0.010556706227362156,-0.6483174665618301
2,identity_mapping_full_training,PlainNet-56,0,25,stage3.7.conv2.weight,0.2574952244758606,36.19099807739258,0.0009817436803132296,0.008426543325185776,-0.5892308210017403
2,identity_mapping_full_training,PlainNet-56,0,26,stage3.8.conv2.weight,0.3611283004283905,50.68934631347656,0.001375036546960473,0.010206002742052078,-0.44233847601871296
3,identity_mapping_full_training,PlainNet-56,0,0,stage1.0.conv2.weight,0.13198024034500122,1.8067781925201416,0.0007841919432394207,0.027820788323879242,-0.8794910850900726
3,identity_mapping_full_training,PlainNet-56,0,1,stage1.1.conv2.weight,0.056382905691862106,1.0428931713104248,0.0004526445991359651,0.014909203164279461,-1.2488525465229678
3,identity_mapping_full_training,PlainNet-56,0,2,stage1.2.conv2.weight,0.108973428606987,2.7327609062194824,0.0011860941303893924,0.013575398363173008,-0.9626793847723161
3,identity_mapping_full_training,PlainNet-56,0,3,stage1.3.conv2.weight,0.19429193437099457,4.459693908691406,0.0019356310367584229,0.05085897445678711,-0.7115452278636337
3,identity_mapping_full_training,PlainNet-56,0,4,stage1.4.conv2.weight,0.20186781883239746,5.737001419067383,0.002490018028765917,0.02530273050069809,-0.6949329094715755
3,identity_mapping_full_training,PlainNet-56,0,5,stage1.5.conv2.weight,0.28561869263648987,7.392221450805664,0.003208429552614689,0.055660687386989594,-0.5442133730735284
