variant,variant_slug,depth,seed,init_scheme,uses_bn,bn_calibrated,main_shattered_plainnet_setting,output_mean,output_std,loss,input_gradient_norm_mean,input_gradient_norm_std,input_gradient_norm_min,input_gradient_norm_max,gradient_mean,gradient_std,relative_effective_rank,spatial_acf_lag1,spatial_acf_lag3,spatial_acf_lag5,vector_acf_lag1,vector_acf_lag5,vector_acf_lag10,correlation_matrix_structure_score,valid_correlation_fraction,centered_valid_correlation_fraction,diagnostic_threshold,diagnostic_label,interpretation_bucket
PlainNet-HeInit-BN,plainnet_he_init_bn,56,0,he,True,True,True,0.06474056839942932,0.2073393315076828,2.316724157333374,2.126409426785173,0.5134053779602734,1.1276755128303817,4.32856150679818,8.137986878864467e-05,0.03946740925312042,0.38852368524329367,0.44533859404616705,0.3252573078973338,0.2319714488469315,0.0035874697763804836,-0.004877649358384649,-0.0021257707501620344,0.00011920358152123781,1.0,1.0,1e-08,shattered_gradient_candidate,shattered-gradient analysis
