variant,variant_slug,layer_name,layerwise_gradient_norm,layerwise_gradient_norm_std_over_batches,layerwise_gradient_std,layerwise_gradient_std_std_over_batches
PlainNet-HeInit,plainnet_he_init,stage3.3.conv2.weight,0.004612332349643112,0.0012356765501714143,2.3796038294676692e-05,6.2153770318235685e-06
PlainNet-HeInit,plainnet_he_init,stage3.4.conv1.weight,0.004638071497902274,0.0012357654677788762,2.4044890415098054e-05,6.3416701005192695e-06
PlainNet-HeInit,plainnet_he_init,stage3.4.conv2.weight,0.0053648489061743024,0.0013351543520044066,2.7785393831436524e-05,6.798578833909411e-06
PlainNet-HeInit,plainnet_he_init,stage3.5.conv1.weight,0.004488591616973281,0.0011000068405118127,2.3174025045591407e-05,5.509018845855841e-06
PlainNet-HeInit,plainnet_he_init,stage3.5.conv2.weight,0.0043496886733919386,0.0010179370083303028,2.2454938152804972e-05,5.181732186999225e-06
PlainNet-HeInit,plainnet_he_init,stage3.6.conv1.weight,0.004337871493771672,0.001081926832429232,2.24364335736027e-05,5.517052663134504e-06
PlainNet-HeInit,plainnet_he_init,stage3.6.conv2.weight,0.004994235653430224,0.001049414479065699,2.5714597359183245e-05,5.228100693795148e-06
PlainNet-HeInit,plainnet_he_init,stage3.7.conv1.weight,0.006905720196664333,0.001660626579655497,3.5853554072673434e-05,8.595058051813268e-06
PlainNet-HeInit,plainnet_he_init,stage3.7.conv2.weight,0.007263663783669471,0.0015870678570908323,3.750683936232235e-05,8.026865683826641e-06
PlainNet-HeInit,plainnet_he_init,stage3.8.conv1.weight,0.0069375534541904925,0.0015244436819457177,3.5867611950379795e-05,7.901263401427225e-06
PlainNet-HeInit,plainnet_he_init,stage3.8.conv2.weight,0.009756103437393904,0.0023129726185533842,5.077683599665761e-05,1.2027822681621996e-05
PlainNet-HeInit,plainnet_he_init,fc.weight,0.0016736533725634217,0.00033722967620873254,6.61569596559275e-05,1.3330173172868516e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,conv1.weight,1.9925275325775147,0.19665588379626944,0.09283539056777954,0.008439801683098082
PlainNet-HeInit-BN,plainnet_he_init_bn,bn1.weight,0.21138003170490266,0.023000939052382742,0.051865577697753906,0.006787998270150356
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.0.conv1.weight,1.988624382019043,0.22005334107949592,0.041242726147174835,0.00437469110610728
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.0.bn1.weight,0.19492899477481843,0.03531158100212239,0.04817758947610855,0.008736168763043811
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.0.conv2.weight,1.6824113368988036,0.19320174622190905,0.03467909917235375,0.004124455508881117
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.0.bn2.weight,0.13691837936639786,0.021652592408884706,0.03383343331515789,0.005656936766523025
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.1.conv1.weight,1.5146309375762939,0.20812220346615298,0.031417426839470866,0.004273432096320447
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.1.bn1.weight,0.11164647489786148,0.027290262603435166,0.027428338304162025,0.007166510130261483
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.1.conv2.weight,1.0876768112182618,0.14306354530790444,0.022247364372015,0.0030891912464252828
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.1.bn2.weight,0.10629312545061112,0.028167878230431653,0.025629743933677673,0.007622067950348179
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.2.conv1.weight,0.8184410452842712,0.10493867275483872,0.016958311758935453,0.0021822415640401142
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.2.bn1.weight,0.0839504525065422,0.015261434745033633,0.020776407048106193,0.003871354431276272
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.2.conv2.weight,0.7533375978469848,0.10285461449220151,0.015502716228365899,0.0020766672233330148
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.2.bn2.weight,0.06641698256134987,0.02086075019246742,0.016189326345920563,0.005255520104169221
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.3.conv1.weight,0.7242535948753357,0.09432459101199535,0.0149688258767128,0.0020274035289188554
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.3.bn1.weight,0.07404150515794754,0.027168246331347918,0.018454865738749503,0.006828318905136314
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.3.conv2.weight,0.8590187430381775,0.14837788894983364,0.017621629498898984,0.0029648192048260303
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.3.bn2.weight,0.06534580737352372,0.01128638917960778,0.015271245874464512,0.0029132040893106734
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.4.conv1.weight,0.6061470031738281,0.039584945452593716,0.012575610354542733,0.0008139214171653211
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.4.bn1.weight,0.05739877000451088,0.009007406176200264,0.013795052282512188,0.0020743100667582844
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.4.conv2.weight,0.47498170137405393,0.027890875134466125,0.009813125804066658,0.000533882709098226
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.4.bn2.weight,0.043865219503641126,0.0073233693795381185,0.010436275135725736,0.0016860649959168081
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.5.conv1.weight,0.4026215493679047,0.031068448392205187,0.008291039057075978,0.000648416014615778
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.5.bn1.weight,0.04219768792390823,0.010767466895287287,0.010229744482785463,0.002588255205124656
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.5.conv2.weight,0.333920019865036,0.03343472542051435,0.006874416023492813,0.0007012101047951208
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.5.bn2.weight,0.031246349588036536,0.005388506229245575,0.007525723986327648,0.0011862161071862871
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.6.conv1.weight,0.2844656825065613,0.02810403949464696,0.005812199972569943,0.0006540992266962438
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.6.bn1.weight,0.023456298932433128,0.003947707530374627,0.0057329232804477215,0.0010626985952649109
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.6.conv2.weight,0.2689924627542496,0.01669455285035581,0.005583425983786583,0.00035754270142901646
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.6.bn2.weight,0.023977529630064963,0.004243440869569573,0.005920694768428802,0.001059621583510677
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.7.conv1.weight,0.20784106850624084,0.019732965452963505,0.004247821262106299,0.0004155529544444276
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.7.bn1.weight,0.02559500150382519,0.0048348516486021705,0.00601010825484991,0.0011656121443797327
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.7.conv2.weight,0.2596911072731018,0.030833186808238818,0.005318533070385456,0.0006143559948253814
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.7.bn2.weight,0.022645675390958787,0.005860170549401872,0.005573662742972374,0.0013951061087750963
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.8.conv1.weight,0.20358745753765106,0.026017330770468954,0.004212449910119176,0.0005558387763235044
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.8.bn1.weight,0.016636979207396506,0.005235418486648242,0.004030760144814849,0.0013402909127733969
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.8.conv2.weight,0.15180459022521972,0.0062699899297376325,0.0030937019269913434,0.00013919491829532334
PlainNet-HeInit-BN,plainnet_he_init_bn,stage1.8.bn2.weight,0.019525475986301898,0.0023454777769404,0.004559912113472819,0.0005265096788472388
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.0.conv1.weight,0.23038170635700225,0.021692388590286528,0.003377240849658847,0.00030508156564717874
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.0.bn1.weight,0.01507720872759819,0.004524837110417556,0.0026436866726726295,0.0007949108722696301
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.0.conv2.weight,0.22999938130378722,0.036178068323110206,0.0023792287334799766,0.0003787638400738574
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.0.bn2.weight,0.020772280916571618,0.005558239739211096,0.003613473195582628,0.0009355685742481907
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.1.conv1.weight,0.2442685693502426,0.04460135517778805,0.0025318887084722517,0.0004566937964584765
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.1.bn1.weight,0.01955094113945961,0.0030803824085385138,0.0034098510164767503,0.0005302026443913289
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.1.conv2.weight,0.2420400321483612,0.06254385466666909,0.002495170454494655,0.0006187256921348224
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.1.bn2.weight,0.016122936457395553,0.005097759218691921,0.002803821209818125,0.0008863822704036548
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.2.conv1.weight,0.2635070294141769,0.08504484072527715,0.0027315355837345123,0.0008872059007993288
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.2.bn1.weight,0.02150331512093544,0.007934957267556206,0.0037556919269263744,0.0013908234214399585
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.2.conv2.weight,0.2605182319879532,0.07431276461724423,0.0027111345902085305,0.0007747093094516502
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.2.bn2.weight,0.016318646632134913,0.005194939833517655,0.0028659710194915535,0.0009214423456001046
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.3.conv1.weight,0.2097800999879837,0.04618269591340319,0.002177692507393658,0.00048190400191850367
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.3.bn1.weight,0.012765403278172016,0.00372366291333531,0.002239457028917968,0.0006713527083714019
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.3.conv2.weight,0.15308319628238679,0.011094855049641592,0.0015916774282231927,0.00011561842749993274
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.3.bn2.weight,0.012719891779124737,0.0007716080606915576,0.002240072097629309,0.00013456747136364475
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.4.conv1.weight,0.16568695604801179,0.018225355782949454,0.0017225334420800209,0.00019002267387786153
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.4.bn1.weight,0.014681968279182911,0.002714457406986028,0.002545485273003578,0.0004657765101119172
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.4.conv2.weight,0.19146164655685424,0.026628907870329486,0.001981012127362192,0.00028240851345303817
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.4.bn2.weight,0.016847490146756173,0.003019464217322962,0.0029036765918135643,0.0005590817880141555
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.5.conv1.weight,0.20670576095581056,0.02116380376288619,0.0021464259596541526,0.0002264010634428054
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.5.bn1.weight,0.014679242111742496,0.003566080666216961,0.0025784868281334638,0.0006344228290417637
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.5.conv2.weight,0.2011135071516037,0.024643960460950493,0.0020839225966483355,0.00026196503785380415
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.5.bn2.weight,0.013115409947931766,0.0031108607918778467,0.0023069129092618823,0.0005533873545837052
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.6.conv1.weight,0.16373075246810914,0.013714250668423059,0.0016997173195704817,0.0001431222459735099
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.6.bn1.weight,0.007084707263857126,0.0009517575536425902,0.00124600469134748,0.00016597785246250942
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.6.conv2.weight,0.10170737504959107,0.007076777227168875,0.0010581439360976218,7.489841315968779e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.6.bn2.weight,0.007137522101402283,0.001053471076235885,0.0012603585259057582,0.00018510236138919808
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.7.conv1.weight,0.09077783077955245,0.005198927495572966,0.0009399849455803633,5.3188797143385554e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.7.bn1.weight,0.009139716066420079,0.0025807304771309184,0.0016018495894968509,0.00045351637377274545
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.7.conv2.weight,0.10029749870300293,0.011440134641167507,0.0010423728032037615,0.00012080417544870159
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.7.bn2.weight,0.007445858232676983,0.0007775220595474153,0.001313682389445603,0.0001382592806901899
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.8.conv1.weight,0.08969716578722,0.0065843251703952945,0.0009284315281547606,6.677431649451978e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.8.bn1.weight,0.005579340271651745,0.0005171081238264972,0.0009731613099575043,9.826068452138303e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.8.conv2.weight,0.07845450639724731,0.006170158920870576,0.0008144049090333283,6.305498838176169e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage2.8.bn2.weight,0.006677908636629581,0.00035227571011928053,0.0011558137135580181,5.551337789027776e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.0.conv1.weight,0.11831121295690536,0.008967187756636878,0.0008706118213012814,6.575668107051688e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.0.bn1.weight,0.006845572497695684,0.0017765168564295264,0.0008524184813722968,0.00022345730716739543
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.0.conv2.weight,0.11217002868652344,0.012647530027506147,0.0005830295849591494,6.604905283003561e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.0.bn2.weight,0.008069648873060942,0.0015353140024816365,0.0009977055480703712,0.0001924019353267665
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.1.conv1.weight,0.12973426133394242,0.013199331386745162,0.0006749287596903742,6.794104199555e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.1.bn1.weight,0.00678125973790884,0.0007200401924621104,0.0008427112596109509,8.821122982284005e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.1.conv2.weight,0.14373398721218109,0.01621072892975061,0.0007470468059182167,8.390566651177588e-05
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.1.bn2.weight,0.010847038216888904,0.0019297634584142659,0.0013423971831798553,0.00023928143483085767
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.2.conv1.weight,0.1607310354709625,0.02101014815936438,0.0008353042765520513,0.00010949092317338543
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.2.bn1.weight,0.008833724912256003,0.0016163749978608318,0.0010951017262414097,0.0001997296983235678
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.2.conv2.weight,0.15856942534446716,0.021564601874987255,0.0008208344923332333,0.0001074434854658275
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.2.bn2.weight,0.008563084062188864,0.0013334865551362157,0.0010593081824481487,0.00016003529262725182
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.3.conv1.weight,0.15020156800746917,0.019805637276489218,0.0007801957661285996,0.00010221168451342081
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.3.bn1.weight,0.009600440319627524,0.0017984771432614762,0.0011922869482077659,0.0002228412408355668
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.3.conv2.weight,0.1586287125945091,0.037800850190103485,0.000825437088496983,0.00019688150400604034
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.3.bn2.weight,0.009591261390596628,0.0033123695635136558,0.0011925337254069745,0.0004146471626025995
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.4.conv1.weight,0.1645442619919777,0.04948122197891988,0.0008548047509975732,0.00025769422857479314
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.4.bn1.weight,0.009906702395528554,0.003618417087125177,0.0012260085786692798,0.0004482589005950757
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.4.conv2.weight,0.1708986222743988,0.04891299862493013,0.0008884224691428245,0.000254931619325157
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.4.bn2.weight,0.01057788822799921,0.003125692579008432,0.001312918565236032,0.00038451161560509596
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.5.conv1.weight,0.20907676815986634,0.05449485991307204,0.001081347104627639,0.0002777928091323175
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.5.bn1.weight,0.015347440727055073,0.0045431019241837485,0.0018754791701212526,0.0005232168602046934
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.5.conv2.weight,0.2347392499446869,0.05792506647004208,0.0012181098572909832,0.0002996408331647734
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.5.bn2.weight,0.01275999266654253,0.002906933918229102,0.001571502536535263,0.00034756951721922464
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.6.conv1.weight,0.24677951335906984,0.058506695951240306,0.0012738412129692732,0.0002939876649884015
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.6.bn1.weight,0.01259730216115713,0.003009991102507391,0.0015507026575505734,0.0003534978546717289
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.6.conv2.weight,0.21136006712913513,0.05764407781987819,0.0010949551942758262,0.00029747341971150684
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.6.bn2.weight,0.017548179998993874,0.004541116016386059,0.002157036494463682,0.0005400697342517898
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.7.conv1.weight,0.2739341825246811,0.07713318494063168,0.0014228085638023913,0.0004009249138178795
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.7.bn1.weight,0.021380550228059292,0.006523868539316528,0.002644035988487303,0.0008330139412817034
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.7.conv2.weight,0.36752793192863464,0.09376195117667888,0.0019118022872135043,0.0004879921852133374
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.7.bn2.weight,0.025302869826555253,0.00798542574278363,0.003136024484410882,0.0009717984158393729
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.8.conv1.weight,0.38393375277519226,0.09099276512689214,0.001992881344631314,0.0004652782948731106
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.8.bn1.weight,0.022249241732060908,0.007773162228945763,0.0027476675109937786,0.0009285453289182865
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.8.conv2.weight,0.41858444809913636,0.08629150451772317,0.002155634411610663,0.0004286903210863317
PlainNet-HeInit-BN,plainnet_he_init_bn,stage3.8.bn2.weight,0.03145997412502766,0.005866061852982249,0.003855252917855978,0.0006887176307442983
PlainNet-HeInit-BN,plainnet_he_init_bn,fc.weight,0.07750564217567443,0.025979317925156925,0.0030636794865131376,0.0010269227396130251
PlainNet-OrthogonalInit,plainnet_orthogonal_init,conv1.weight,0.011355038546025754,0.0006906559864844707,0.0005297231022268533,2.2855693377568517e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.0.conv1.weight,0.02220889776945114,0.0021625847981879454,0.0004574956197757274,4.359493907931002e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.0.conv2.weight,0.025556591525673866,0.007944805216036167,0.0005307366198394447,0.00016493657668230317
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.1.conv1.weight,0.025906480848789215,0.008333693315504358,0.0005380871531087905,0.0001742128678930028
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.1.conv2.weight,0.019202490523457526,0.005907256175033082,0.0003997040155809373,0.0001229225639790108
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.2.conv1.weight,0.018827650509774686,0.004017382645946493,0.0003844833991024643,8.084106622063976e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.2.conv2.weight,0.017840281873941422,0.002028038835809417,0.00036833714693784714,4.065091453041772e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.3.conv1.weight,0.012662369385361671,0.0009537036378501484,0.00026274051342625173,1.9514031990848494e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.3.conv2.weight,0.016918807104229928,0.0033848158956374247,0.0003502424660837278,6.919793148686082e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.4.conv1.weight,0.016867892630398274,0.005579417163718138,0.0003506148757878691,0.00011606228905752862
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.4.conv2.weight,0.018724111653864384,0.006952107534044912,0.00038917262863833455,0.00014455246670857524
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.5.conv1.weight,0.020444080233573914,0.006224424397294615,0.00042532754596322773,0.0001292671517527621
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.5.conv2.weight,0.03332819491624832,0.014478921194405858,0.0006863149348646403,0.0003048373367984937
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.6.conv1.weight,0.03641772046685219,0.023476114117931744,0.0007563524239230901,0.0004852887881780223
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.6.conv2.weight,0.030051103979349136,0.018079101178191052,0.0006207193247973919,0.00037326686965285887
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.7.conv1.weight,0.02092275246977806,0.010384352505963977,0.00043149451958015563,0.0002177166499943155
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.7.conv2.weight,0.03268083371222019,0.020312830521912077,0.0006791334715671837,0.0004239183185729874
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.8.conv1.weight,0.034427855536341666,0.011575501937870002,0.0007050423300825059,0.00023006062265737008
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage1.8.conv2.weight,0.014334907941520213,0.0045760172698376565,0.000294650174328126,9.38431620331914e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.0.conv1.weight,0.015480228699743748,0.0037952920969128506,0.00022731340723112226,5.595395225454203e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.0.conv2.weight,0.021756155975162984,0.004880028507351022,0.00022610132000409067,5.074959827141391e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.1.conv1.weight,0.025867196172475813,0.006212725508427069,0.000268053007312119,6.415802326244466e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.1.conv2.weight,0.017496601678431034,0.003585095166789055,0.0001813671609852463,3.684686138833681e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.2.conv1.weight,0.017730661481618882,0.0044986351190411675,0.0001823742059059441,4.5591456764202813e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.2.conv2.weight,0.017561610229313372,0.002937341752931891,0.0001814008050132543,2.9965724325501296e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.3.conv1.weight,0.018529438599944114,0.0034246408104428518,0.00019107611442450433,3.464866500477897e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.3.conv2.weight,0.021919421665370465,0.004057876414248669,0.00022679932008031755,4.125801587989846e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.4.conv1.weight,0.015203130431473255,0.0021163840122000763,0.00015638156910426914,2.0801061277196607e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.4.conv2.weight,0.014683100394904613,0.002598654448640494,0.00015124731871765106,2.6645194541333516e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.5.conv1.weight,0.014656506665050983,0.004157639023415661,0.00015174523723544554,4.267261181598789e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.5.conv2.weight,0.014273407682776452,0.0035514315499044677,0.00014819168427493423,3.688640079316246e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.6.conv1.weight,0.014504249580204487,0.003274895552590509,0.00014992752549005672,3.3930320272480305e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.6.conv2.weight,0.015703156031668185,0.003903716043345036,0.0001619923918042332,4.007622627700938e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.7.conv1.weight,0.016266401670873166,0.0028370495792925748,0.00016719911945983768,2.803446149327849e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.7.conv2.weight,0.014647791348397731,0.0018710988711259477,0.00015214265877148137,1.916016442394477e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.8.conv1.weight,0.012517030350863934,0.0008343390870168374,0.00012892694503534584,7.916242928536855e-06
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage2.8.conv2.weight,0.012505302764475345,0.0013988129949123493,0.00012872548250015826,1.391751312733891e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.0.conv1.weight,0.011617312580347062,0.0012855256805083218,8.511723572155461e-05,9.314323489867247e-06
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.0.conv2.weight,0.01619772594422102,0.001562924457298268,8.376840851269663e-05,8.24346541119355e-06
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.1.conv1.weight,0.01553226001560688,0.0016278517245153004,8.026976865949109e-05,8.069564468422894e-06
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.1.conv2.weight,0.01642091926187277,0.0010145755068842624,8.472665795125067e-05,4.790187983493075e-06
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.2.conv1.weight,0.014260933175683022,0.0014278633935471488,7.398529269266873e-05,7.247846876723742e-06
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.2.conv2.weight,0.013634455390274525,0.0012474366612262352,7.043302030069753e-05,6.059872634055328e-06
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.3.conv1.weight,0.01320811603218317,0.0013416072530311484,6.801031995564699e-05,6.43970656312541e-06
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.3.conv2.weight,0.013786627538502216,0.001114822578718302,7.116018969099969e-05,5.4672898718351215e-06
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.4.conv1.weight,0.015140578895807267,0.002442763518360674,7.845024156267754e-05,1.247473808000487e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.4.conv2.weight,0.017022473365068437,0.0026322445800419547,8.826715347822755e-05,1.360567201543455e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.5.conv1.weight,0.013763733766973018,0.0024732882797110353,7.109940343070775e-05,1.2490017188519094e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.5.conv2.weight,0.014048064313828944,0.002295612511416566,7.268629196914844e-05,1.1713456886495967e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.6.conv1.weight,0.013509591668844223,0.0030667989224456593,6.979224635870196e-05,1.574452847427639e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.6.conv2.weight,0.0148149024695158,0.0033093769379671225,7.642134514753706e-05,1.7198720268143014e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.7.conv1.weight,0.020823675394058227,0.004677652448828261,0.00010813452245201915,2.424790043787175e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.7.conv2.weight,0.021001145616173743,0.0041737601848239134,0.00010877564636757597,2.1649494577976083e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.8.conv1.weight,0.023818373680114746,0.005577263820289844,0.00012347603333182633,2.911540879514654e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,stage3.8.conv2.weight,0.031189156323671342,0.008542993436845895,0.00016214150964515283,4.428645553580582e-05
PlainNet-OrthogonalInit,plainnet_orthogonal_init,fc.weight,0.014470776170492172,0.003145328436146731,0.0005720076558645814,0.00012433003402815152
