variant,variant_slug,layer_index,layer_name,activation_mean,activation_mean_std_over_batches,activation_std,activation_std_std_over_batches,zero_activation_ratio,zero_activation_ratio_std_over_batches
PlainNet-DefaultInit,plainnet_default_init,26,stage2.3.relu2,4.32209311743148e-12,1.710518922402798e-13,7.084230771448041e-12,2.294299552592502e-13,0.4624919891357422,0.0004879100700050945
PlainNet-DefaultInit,plainnet_default_init,27,stage2.4.relu1,1.8360353168378475e-12,7.245920812330356e-14,2.8580182925147524e-12,9.083358259170803e-14,0.4905204772949219,0.0006281035451047924
PlainNet-DefaultInit,plainnet_default_init,28,stage2.4.relu2,5.078671532800228e-13,2.0255572052120998e-14,9.474009250720616e-13,3.0778877312754624e-14,0.5641151428222656,0.0007112394359164232
PlainNet-DefaultInit,plainnet_default_init,29,stage2.5.relu1,2.324150881515344e-13,9.602375544360952e-15,3.484418482913032e-13,1.1260147205630909e-14,0.4881443023681641,0.0009031398696071292
PlainNet-DefaultInit,plainnet_default_init,30,stage2.5.relu2,7.599944301271352e-14,3.0208187625265857e-15,1.2817377638852518e-13,4.098916554618422e-15,0.5117404937744141,0.0005812810108445441
PlainNet-DefaultInit,plainnet_default_init,31,stage2.6.relu1,3.7249723975913557e-14,1.5097261335099813e-15,5.839427316797936e-14,1.8711747676988323e-15,0.459423828125,0.0004591295210646293
PlainNet-DefaultInit,plainnet_default_init,32,stage2.6.relu2,2.0815593782604233e-14,8.468931094560667e-16,3.0214367249467575e-14,9.891310591609452e-16,0.36818885803222656,0.000720745634618927
PlainNet-DefaultInit,plainnet_default_init,33,stage2.7.relu1,1.2532847718340397e-14,5.033718940650589e-16,1.5517602258490956e-14,4.966072818528497e-16,0.3019283294677734,0.0006889871300351242
PlainNet-DefaultInit,plainnet_default_init,34,stage2.7.relu2,3.3922752200852854e-15,1.3567653606970118e-16,7.051265783964604e-15,2.367405071125617e-16,0.5683509826660156,0.0002785162695988262
PlainNet-DefaultInit,plainnet_default_init,35,stage2.8.relu1,1.2011326144584136e-15,4.8915186812206166e-17,2.1593471910726082e-15,7.227904279459795e-17,0.5717742919921875,0.0008325130848341348
PlainNet-DefaultInit,plainnet_default_init,36,stage2.8.relu2,4.723120300152207e-16,1.8978271533142047e-17,8.322115859190683e-16,2.84337177882655e-17,0.4825145721435547,0.000579529732637638
PlainNet-DefaultInit,plainnet_default_init,37,stage3.0.relu1,1.7692602385494764e-16,7.031559808558198e-18,3.2783471075697424e-16,1.113452050210746e-17,0.5184814453125,0.0005949626682570142
PlainNet-DefaultInit,plainnet_default_init,38,stage3.0.relu2,7.250141586680639e-17,2.9185766188952963e-18,1.244413028153837e-16,3.9891985816279695e-18,0.4733001708984375,0.0004019423978280536
PlainNet-DefaultInit,plainnet_default_init,39,stage3.1.relu1,3.122429861911042e-17,1.2087838299114463e-18,5.021396136559561e-17,1.5641514832974917e-18,0.47501296997070314,0.00025564050777211815
PlainNet-DefaultInit,plainnet_default_init,40,stage3.1.relu2,1.2667771464159637e-17,4.902773812801254e-19,1.9240856984438355e-17,6.083357699555703e-19,0.44890823364257815,0.0009837085808722444
PlainNet-DefaultInit,plainnet_default_init,41,stage3.2.relu1,5.795349215250741e-18,2.2311452921343826e-19,9.077980982735888e-18,2.811637058945038e-19,0.45634918212890624,0.00017714987526071482
PlainNet-DefaultInit,plainnet_default_init,42,stage3.2.relu2,2.6629684367451347e-18,1.0198504297369e-19,3.971940066207429e-18,1.249730126942411e-19,0.4345123291015625,0.0006317461162204528
