variant,variant_slug,layer_index,layer_name,activation_mean,activation_mean_std_over_batches,activation_std,activation_std_std_over_batches,zero_activation_ratio,zero_activation_ratio_std_over_batches
PlainNet-DefaultInit,plainnet_default_init,43,stage3.3.relu1,1.123713198906651e-18,4.3968486902139455e-20,1.6315551525144476e-18,5.151012103778693e-20,0.41846237182617185,0.0002910751499513599
PlainNet-DefaultInit,plainnet_default_init,44,stage3.3.relu2,4.32273777903582e-19,1.6774050194434824e-20,6.727529301667652e-19,2.1430355687888498e-20,0.46312713623046875,0.0005276265533981782
PlainNet-DefaultInit,plainnet_default_init,45,stage3.4.relu1,1.6979399690580985e-19,6.6225550196807045e-21,2.7821943314703763e-19,9.006080326421266e-21,0.50537109375,0.0005310464163890556
PlainNet-DefaultInit,plainnet_default_init,46,stage3.4.relu2,7.137902547445582e-20,2.7724294422185564e-21,1.1745398079533394e-19,3.8441050238100876e-21,0.47449264526367185,0.0005258451909668761
PlainNet-DefaultInit,plainnet_default_init,47,stage3.5.relu1,2.214534010534589e-20,8.724742574936791e-22,3.9574420121576053e-20,1.282260122232441e-21,0.5337730407714844,0.0003462988817099766
PlainNet-DefaultInit,plainnet_default_init,48,stage3.5.relu2,9.982465715491089e-21,3.8455121691086625e-22,1.527243339743174e-20,4.901107807159295e-22,0.47936477661132815,0.000649057484014154
PlainNet-DefaultInit,plainnet_default_init,49,stage3.6.relu1,4.12678905106671e-21,1.584057425286462e-22,6.517771656095499e-21,2.0942265028784518e-22,0.4633819580078125,0.00016774955019911882
PlainNet-DefaultInit,plainnet_default_init,50,stage3.6.relu2,1.7308932234205223e-21,6.613997603928476e-23,2.7934227347523512e-21,8.733336715724952e-23,0.48563079833984374,0.00045072484473404514
PlainNet-DefaultInit,plainnet_default_init,51,stage3.7.relu1,6.009018521845503e-22,2.291990717944134e-23,1.0677230585117967e-21,3.4423142483605524e-23,0.5390151977539063,0.00043408237882070286
PlainNet-DefaultInit,plainnet_default_init,52,stage3.7.relu2,2.626001378771618e-22,1.0152508830376415e-23,4.2164775428163533e-22,1.334443283383873e-23,0.481927490234375,0.0004150741225749151
PlainNet-DefaultInit,plainnet_default_init,53,stage3.8.relu1,1.1588467671892532e-22,4.452792957383342e-24,1.7783240899299335e-22,6.706727741595221e-24,0.4635795593261719,0.00033184445961286207
PlainNet-DefaultInit,plainnet_default_init,54,stage3.8.relu2,4.546773818402557e-23,1.7764195711502147e-24,7.085568719316557e-23,4.913865202546268e-24,0.4818275451660156,0.00025806532730596453
PlainNet-XavierInit,plainnet_xavier_init,0,stem.relu,0.16435372233390808,0.00622525929962079,0.27457513809204104,0.010253309271818601,0.5064741134643554,0.006304981580233662
PlainNet-XavierInit,plainnet_xavier_init,1,stage1.0.relu1,0.11924552619457245,0.004885759661678223,0.190089151263237,0.007180752671298742,0.48475208282470705,0.0013506009069748884
PlainNet-XavierInit,plainnet_xavier_init,2,stage1.0.relu2,0.07870063334703445,0.003534890142001117,0.14813025295734406,0.006173809236123082,0.5736003875732422,0.0017562061659267588
