model_type,beta,depth,run_seed,lag,acf_value,gradient_norm,gradient_std,collapse_flag
feedforward,,2,3,15,0.5458584886402039,13.731601556580944,0.8581588477003469,False
feedforward,,2,4,0,1.0,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,1,0.9886318747276529,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,2,0.9763894167816801,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,3,0.9650797402016198,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,4,0.9530173942634274,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,5,0.9391389535199808,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,6,0.9247997505380617,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,7,0.9113469301310457,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,8,0.8980707794923235,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,9,0.8836253406225292,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,10,0.8681954235375199,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,11,0.8543403733893097,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,12,0.8405875478126551,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,13,0.8259405613515403,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,14,0.8107535136057628,31.46884294100771,1.5766588449925028,False
feedforward,,2,4,15,0.7984689045883652,31.46884294100771,1.5766588449925028,False
feedforward,,2,5,0,1.0,14.230272355160276,0.816457641974453,False
feedforward,,2,5,1,0.964058936386263,14.230272355160276,0.816457641974453,False
feedforward,,2,5,2,0.9341182827663185,14.230272355160276,0.816457641974453,False
feedforward,,2,5,3,0.905858300255767,14.230272355160276,0.816457641974453,False
feedforward,,2,5,4,0.8769084420490169,14.230272355160276,0.816457641974453,False
feedforward,,2,5,5,0.8464698747763931,14.230272355160276,0.816457641974453,False
feedforward,,2,5,6,0.8143798030987764,14.230272355160276,0.816457641974453,False
feedforward,,2,5,7,0.7847091110197725,14.230272355160276,0.816457641974453,False
feedforward,,2,5,8,0.7586754514122647,14.230272355160276,0.816457641974453,False
feedforward,,2,5,9,0.7271200135495449,14.230272355160276,0.816457641974453,False
feedforward,,2,5,10,0.7078739345941951,14.230272355160276,0.816457641974453,False
feedforward,,2,5,11,0.6945620493747384,14.230272355160276,0.816457641974453,False
feedforward,,2,5,12,0.6796145238124347,14.230272355160276,0.816457641974453,False
feedforward,,2,5,13,0.6621714286589057,14.230272355160276,0.816457641974453,False
