run,model,model_name,depth,shortcut_lambda,params,epochs,final_train_loss,final_train_acc,final_val_loss,final_val_acc,best_val_acc,mean_grad_norm,std_grad_norm,min_grad_norm,max_grad_norm,shallow_grad_norm,deep_grad_norm,shallow_to_deep_ratio,log_grad_norm_variance,runtime_sec,dataset,seed
identity_mapping,ScaledShortcutResNet-56-lambda0.5,ScaledShortcutResNet,56,0.5,855770,1,2.4134984016418457,0.10714285714285714,2.302136540412903,0.14285714285714285,0.14285714285714285,4.1162296555660385,2.7267546434549343,0.7537784576416016,8.541118621826172,7.559287166595459,1.0141530156135559,7.453793510651532,0.13029833365074253,1.6849902000012662,FakeData,0
identity_mapping,ScaledShortcutResNet-56-lambda0.9,ScaledShortcutResNet,56,0.9,855770,1,2.537023603916168,0.09821428571428571,2.3117324113845825,0.14285714285714285,0.14285714285714285,3.7532165988727852,3.492951182848007,0.44947347044944763,13.851858139038086,9.90500087738037,0.5902625977993011,16.780668323374694,0.1825606393508987,2.2096146999992925,FakeData,0
identity_mapping,ScaledShortcutResNet-56-lambda1.0,ScaledShortcutResNet,56,1.0,855770,1,2.6876869201660156,0.10714285714285714,2.328100085258484,0.125,0.125,2.2965868954305297,1.8509223412159785,0.48112940788269043,8.69176959991455,5.350909614562989,0.6096381664276123,8.777189338242609,0.10500011606341285,1.604150999999547,FakeData,0
identity_mapping,ScaledShortcutResNet-56-lambda1.1,ScaledShortcutResNet,56,1.1,855770,1,3.0222174525260925,0.08928571428571429,2.4003190994262695,0.125,0.125,1.9375241619569283,1.4399455334862525,0.5015480518341064,6.9600067138671875,4.097225046157837,0.673936951160431,6.079537617127053,0.07935186726611212,1.7106586999998399,FakeData,0
