run,model,model_name,depth,shortcut_lambda,epoch,train_loss,train_accuracy,val_loss,val_accuracy,shallow_to_deep_ratio,log_grad_norm_variance,dataset,device
smoke_test,PlainNet-20,PlainNet,20,1.0,1,2.336928129196167,0.08333333333333333,2.2880390882492065,0.14583333333333334,2.7075863757147913,0.07586706944330524,FakeData,cpu
smoke_test,ResNet-20,ResNetV1,20,1.0,1,2.412093222141266,0.08333333333333333,2.3092188835144043,0.14583333333333334,1.6277756760582178,0.023029402848998792,FakeData,cpu
smoke_test,PreActResNet-20,PreActResNet,20,1.0,1,2.3103383779525757,0.10416666666666667,2.3136157989501953,0.14583333333333334,1.1631140892801024,0.024253320335891226,FakeData,cpu
smoke_test,ScaledShortcutResNet-20-lambda1.0,ScaledShortcutResNet,20,1.0,1,2.412093222141266,0.08333333333333333,2.3092188835144043,0.14583333333333334,1.6277756760582178,0.023029402848998792,FakeData,cpu
